ID,ActivityHour,TotalStep,TotalIntensity,AverageIntensity
8053475328,4/28/2016 1:00:00 PM,1413,38,0.633333
8053475328,4/18/2016 10:00:00 PM,3973,98,1.633333
8053475328,4/28/2016 9:00:00 PM,646,35,0.583333
8053475328,4/17/2016 10:00:00 PM,3463,95,1.583333
8053475328,5/7/2016 4:00:00 PM,4746,116,1.933333
8053475328,5/8/2016 6:00:00 PM,910,42,0.7
8053475328,4/25/2016 10:00:00 PM,1936,55,0.916667
8053475328,5/10/2016 5:00:00 PM,4496,125,2.083333
8053475328,4/18/2016 9:00:00 PM,1169,51,0.85
8053475328,4/14/2016 8:00:00 PM,2708,69,1.15
8053475328,5/5/2016 7:00:00 PM,4501,123,2.05
8053475328,5/8/2016 4:00:00 PM,919,36,0.6
8053475328,4/15/2016 8:00:00 PM,2967,76,1.266667
8053475328,5/6/2016 2:00:00 PM,4251,101,1.683333
8053475328,5/10/2016 1:00:00 PM,3485,81,1.35
8053475328,5/7/2016 7:00:00 PM,4255,104,1.733333
8053475328,5/11/2016 3:00:00 PM,1699,42,0.7
8053475328,5/6/2016 7:00:00 PM,4010,97,1.616667
8053475328,5/12/2016 2:00:00 PM,4266,102,1.7
8053475328,4/14/2016 6:00:00 PM,3243,85,1.416667
8053475328,4/17/2016 11:00:00 PM,1454,46,0.766667
8053475328,4/29/2016 7:00:00 PM,1968,47,0.783333
8053475328,4/25/2016 11:00:00 AM,945,40,0.666667
8053475328,4/15/2016 7:00:00 PM,6834,168,2.8
8053475328,4/22/2016 1:00:00 PM,4019,97,1.616667
8053475328,4/22/2016 10:00:00 PM,696,35,0.583333
8053475328,5/8/2016 9:00:00 PM,7617,177,2.95
8053475328,4/12/2016 9:00:00 PM,1218,45,0.75
8053475328,5/10/2016 7:00:00 PM,2755,68,1.133333
8053475328,4/23/2016 7:00:00 PM,4550,117,1.95
8053475328,4/23/2016 6:00:00 PM,969,36,0.6
8053475328,4/18/2016 7:00:00 PM,4554,126,2.1
8053475328,4/13/2016 1:00:00 PM,2767,66,1.1
8053475328,4/21/2016 7:00:00 PM,4308,121,2.016667
8053475328,4/25/2016 2:00:00 PM,2517,60,1
8053475328,4/15/2016 6:00:00 PM,3542,84,1.4
8053475328,4/24/2016 4:00:00 PM,2777,82,1.366667
8053475328,4/25/2016 9:00:00 PM,3034,90,1.5
8053475328,4/17/2016 7:00:00 PM,4570,123,2.05
8053475328,4/13/2016 7:00:00 PM,7643,177,2.95
8053475328,4/12/2016 2:00:00 PM,4060,99,1.65
8053475328,4/16/2016 1:00:00 PM,4316,110,1.833333
8053475328,4/29/2016 2:00:00 PM,4316,106,1.766667
8053475328,4/12/2016 5:00:00 PM,2785,77,1.283333
8053475328,5/11/2016 2:00:00 PM,2789,70,1.166667
8053475328,5/8/2016 10:00:00 PM,1255,36,0.6
8053475328,4/19/2016 9:00:00 PM,1511,56,0.933333
8053475328,4/15/2016 2:00:00 PM,2025,53,0.883333
8053475328,5/9/2016 6:00:00 PM,4074,99,1.65
8053475328,5/4/2016 2:00:00 PM,4075,99,1.65
8053475328,5/8/2016 7:00:00 PM,4336,114,1.9
8053475328,4/14/2016 1:00:00 PM,1777,44,0.733333
8053475328,4/23/2016 1:00:00 PM,4083,98,1.633333
8053475328,4/26/2016 1:00:00 PM,4083,113,1.883333
8053475328,4/24/2016 6:00:00 PM,4340,110,1.833333
8053475328,4/23/2016 5:00:00 PM,1272,47,0.783333
8053475328,4/13/2016 6:00:00 PM,1528,47,0.783333
8053475328,4/14/2016 7:00:00 PM,5883,140,2.333333
8053475328,5/6/2016 9:00:00 PM,1532,59,0.983333
8053475328,4/17/2016 9:00:00 PM,1789,56,0.933333
8053475328,4/12/2016 6:00:00 PM,2046,55,0.916667
8053475328,4/14/2016 2:00:00 PM,2559,60,1
1644430081,5/10/2016 6:00:00 PM,1803,36,0.6
1644430081,4/19/2016 8:00:00 PM,1296,48,0.8
1644430081,5/3/2016 6:00:00 PM,1298,37,0.616667
1644430081,4/16/2016 1:00:00 PM,1814,48,0.8
1644430081,4/12/2016 9:00:00 PM,2076,59,0.983333
1644430081,4/26/2016 6:00:00 PM,1565,41,0.683333
1644430081,4/28/2016 9:00:00 PM,1833,63,1.05
1644430081,5/3/2016 7:00:00 PM,2095,64,1.066667
1644430081,4/23/2016 8:00:00 PM,2098,64,1.066667
1644430081,5/6/2016 12:00:00 PM,1588,35,0.583333
1644430081,4/13/2016 7:00:00 PM,4660,130,2.166667
1644430081,5/7/2016 2:00:00 PM,1599,46,0.766667
1644430081,5/1/2016 4:00:00 PM,1090,44,0.733333
1644430081,4/28/2016 6:00:00 PM,1356,45,0.75
1644430081,4/30/2016 8:00:00 PM,1363,37,0.616667
1644430081,4/14/2016 6:00:00 PM,1108,38,0.633333
1644430081,5/7/2016 5:00:00 PM,1626,43,0.716667
1644430081,4/28/2016 10:00:00 PM,1115,41,0.683333
1644430081,5/10/2016 7:00:00 PM,1115,41,0.683333
1644430081,4/30/2016 8:00:00 AM,1116,36,0.6
1644430081,5/5/2016 11:00:00 PM,1375,38,0.633333
1644430081,4/19/2016 7:00:00 PM,2402,76,1.266667
1644430081,4/26/2016 7:00:00 PM,1123,40,0.666667
1644430081,4/16/2016 4:00:00 PM,3434,98,1.633333
1644430081,4/14/2016 7:00:00 PM,2162,69,1.15
1644430081,5/3/2016 8:00:00 PM,2674,90,1.5
1644430081,5/6/2016 2:00:00 AM,116,36,0.6
1644430081,4/16/2016 10:00:00 PM,1400,42,0.7
1644430081,4/17/2016 2:00:00 PM,3195,93,1.55
1644430081,5/7/2016 11:00:00 AM,1922,47,0.783333
1644430081,4/12/2016 7:00:00 PM,1669,65,1.083333
1644430081,5/3/2016 10:00:00 PM,1925,67,1.116667
1644430081,4/12/2016 6:00:00 PM,1676,53,0.883333
1644430081,5/3/2016 9:00:00 PM,2700,88,1.466667
1644430081,5/7/2016 1:00:00 PM,1936,61,1.016667
1644430081,4/14/2016 10:00:00 PM,1937,61,1.016667
1644430081,4/14/2016 9:00:00 PM,1686,61,1.016667
1644430081,4/26/2016 10:00:00 PM,1431,53,0.883333
1644430081,4/19/2016 9:00:00 PM,1949,72,1.2
1644430081,5/6/2016 9:00:00 AM,926,35,0.583333
1644430081,5/7/2016 12:00:00 PM,1695,54,0.9
1644430081,5/9/2016 12:00:00 PM,163,60,1
1644430081,5/6/2016 1:00:00 PM,1187,39,0.65
1644430081,5/10/2016 9:00:00 PM,2213,71,1.183333
1644430081,4/16/2016 12:00:00 PM,1959,63,1.05
1644430081,4/23/2016 6:00:00 PM,1451,42,0.7
1644430081,4/30/2016 10:00:00 PM,1201,36,0.6
1644430081,4/30/2016 6:00:00 PM,2743,94,1.566667
1644430081,4/12/2016 8:00:00 PM,1467,50,0.833333
1644430081,4/14/2016 8:00:00 PM,1723,59,0.983333
1644430081,4/23/2016 7:00:00 PM,1984,52,0.866667
1644430081,5/6/2016 12:00:00 AM,974,41,0.683333
1644430081,5/1/2016 2:00:00 PM,1234,38,0.633333
1644430081,4/28/2016 8:00:00 PM,1236,47,0.783333
1644430081,5/9/2016 1:00:00 PM,218,48,0.8
1644430081,5/6/2016 3:00:00 AM,227,35,0.583333
1644430081,4/30/2016 7:00:00 PM,2275,60,1
1644430081,4/18/2016 7:00:00 PM,3815,115,1.916667
1644430081,4/30/2016 9:00:00 PM,2543,81,1.35
1644430081,4/19/2016 10:00:00 PM,1521,48,0.8
1644430081,4/30/2016 11:00:00 AM,1522,42,0.7
1644430081,4/28/2016 7:00:00 PM,2035,60,1
1644430081,5/6/2016 3:00:00 PM,1780,39,0.65
1644430081,5/9/2016 7:00:00 PM,4084,115,1.916667
1644430081,4/12/2016 10:00:00 PM,1527,39,0.65
1644430081,4/26/2016 9:00:00 PM,2810,83,1.383333
4558609924,5/5/2016 5:00:00 PM,768,35,0.583333
4558609924,4/14/2016 2:00:00 PM,1032,36,0.6
4558609924,5/2/2016 11:00:00 AM,1036,38,0.633333
4558609924,5/9/2016 9:00:00 PM,785,40,0.666667
4558609924,4/21/2016 12:00:00 PM,1045,40,0.666667
4558609924,4/24/2016 12:00:00 PM,1046,42,0.7
4558609924,4/13/2016 5:00:00 PM,1303,39,0.65
4558609924,4/17/2016 5:00:00 PM,800,37,0.616667
4558609924,4/26/2016 3:00:00 PM,1319,69,1.15
4558609924,4/26/2016 5:00:00 PM,2600,70,1.166667
4558609924,4/15/2016 1:00:00 PM,1578,78,1.3
4558609924,4/30/2016 6:00:00 PM,3370,86,1.433333
4558609924,4/28/2016 3:00:00 PM,821,43,0.716667
4558609924,4/24/2016 10:00:00 AM,1081,42,0.7
4558609924,4/25/2016 2:00:00 PM,570,35,0.583333
4558609924,4/18/2016 4:00:00 PM,3396,92,1.533333
4558609924,5/8/2016 8:00:00 PM,838,96,1.6
4558609924,4/28/2016 4:00:00 PM,1606,41,0.683333
4558609924,4/28/2016 7:00:00 AM,840,38,0.633333
4558609924,4/21/2016 9:00:00 AM,1096,47,0.783333
4558609924,4/17/2016 11:00:00 AM,2127,61,1.016667
4558609924,4/22/2016 6:00:00 PM,4688,123,2.05
4558609924,5/2/2016 9:00:00 PM,849,37,0.616667
4558609924,5/11/2016 9:00:00 PM,596,39,0.65
4558609924,5/8/2016 1:00:00 PM,2136,112,1.866667
4558609924,4/27/2016 7:00:00 PM,1113,41,0.683333
4558609924,5/7/2016 3:00:00 PM,602,36,0.6
4558609924,5/10/2016 7:00:00 PM,3420,89,1.483333
4558609924,5/4/2016 5:00:00 PM,1119,38,0.633333
4558609924,5/8/2016 5:00:00 PM,100,43,0.716667
4558609924,4/29/2016 4:00:00 PM,2660,67,1.116667
4558609924,5/9/2016 1:00:00 PM,3432,73,1.216667
4558609924,4/25/2016 4:00:00 PM,1641,85,1.416667
4558609924,4/19/2016 5:00:00 PM,1134,46,0.766667
4558609924,4/24/2016 3:00:00 PM,1136,40,0.666667
4558609924,4/19/2016 7:00:00 PM,882,37,0.616667
4558609924,5/8/2016 3:00:00 PM,882,51,0.85
4558609924,4/18/2016 11:00:00 AM,893,45,0.75
4558609924,5/2/2016 10:00:00 AM,902,40,0.666667
4558609924,4/29/2016 3:00:00 PM,2190,56,0.933333
4558609924,4/16/2016 2:00:00 PM,917,46,0.766667
4558609924,4/21/2016 6:00:00 PM,1686,49,0.816667
4558609924,5/5/2016 4:00:00 PM,1183,36,0.6
4558609924,5/5/2016 11:00:00 AM,2975,73,1.216667
4558609924,4/21/2016 10:00:00 AM,1954,49,0.816667
4558609924,4/13/2016 4:00:00 PM,1957,65,1.083333
4558609924,4/21/2016 8:00:00 AM,1190,38,0.633333
4558609924,4/21/2016 11:00:00 AM,1449,49,0.816667
4558609924,4/12/2016 4:00:00 PM,684,36,0.6
4558609924,5/3/2016 6:00:00 PM,1714,101,1.683333
4558609924,4/17/2016 12:00:00 PM,2483,68,1.133333
4558609924,4/30/2016 2:00:00 PM,1721,46,0.766667
4558609924,5/7/2016 4:00:00 PM,4281,114,1.9
4558609924,5/12/2016 9:00:00 AM,700,35,0.583333
4558609924,5/9/2016 9:00:00 AM,705,40,0.666667
4558609924,4/15/2016 2:00:00 PM,962,56,0.933333
4558609924,5/9/2016 2:00:00 PM,976,35,0.583333
4558609924,5/12/2016 1:00:00 PM,1233,36,0.6
4558609924,5/5/2016 9:00:00 AM,1240,48,0.8
4558609924,4/21/2016 5:00:00 PM,1498,39,0.65
4558609924,4/27/2016 6:00:00 PM,3807,103,1.716667
4558609924,5/9/2016 11:00:00 AM,1760,42,0.7
4558609924,5/8/2016 4:00:00 PM,481,55,0.916667
4558609924,4/23/2016 2:00:00 PM,1265,46,0.766667
4558609924,4/16/2016 7:00:00 PM,2036,60,1
4558609924,5/8/2016 2:00:00 PM,1782,74,1.233333
4558609924,5/11/2016 2:00:00 PM,3580,90,1.5
4319703577,4/14/2016 12:00:00 PM,1029,36,0.6
4319703577,4/29/2016 7:00:00 PM,1033,40,0.666667
4319703577,4/20/2016 3:00:00 PM,781,38,0.633333
4319703577,5/11/2016 12:00:00 PM,1037,40,0.666667
4319703577,4/13/2016 7:00:00 PM,1808,65,1.083333
4319703577,5/7/2016 6:00:00 PM,1045,42,0.7
4319703577,5/9/2016 6:00:00 PM,1046,41,0.683333
4319703577,5/11/2016 4:00:00 PM,793,41,0.683333
4319703577,4/26/2016 12:00:00 PM,1049,43,0.716667
4319703577,4/30/2016 12:00:00 PM,1058,35,0.583333
4319703577,4/26/2016 10:00:00 AM,1826,41,0.683333
4319703577,4/23/2016 12:00:00 PM,1067,35,0.583333
4319703577,4/25/2016 10:00:00 AM,1839,45,0.75
4319703577,4/27/2016 8:00:00 AM,1072,39,0.65
4319703577,5/10/2016 2:00:00 PM,824,37,0.616667
4319703577,5/2/2016 4:00:00 PM,1085,42,0.7
4319703577,5/10/2016 6:00:00 PM,1092,36,0.6
4319703577,4/29/2016 10:00:00 AM,1604,45,0.75
4319703577,5/3/2016 11:00:00 AM,1353,48,0.8
4319703577,5/9/2016 11:00:00 AM,842,36,0.6
4319703577,4/14/2016 10:00:00 AM,1611,52,0.866667
4319703577,5/2/2016 5:00:00 PM,589,36,0.6
4319703577,5/11/2016 7:00:00 PM,1613,46,0.766667
4319703577,4/28/2016 8:00:00 PM,1360,44,0.733333
4319703577,4/19/2016 10:00:00 AM,1872,45,0.75
4319703577,4/25/2016 2:00:00 PM,1105,38,0.633333
4319703577,4/23/2016 4:00:00 PM,850,38,0.633333
4319703577,5/6/2016 4:00:00 PM,597,35,0.583333
4319703577,5/4/2016 7:00:00 PM,1622,46,0.766667
4319703577,5/4/2016 12:00:00 PM,1624,47,0.783333
4319703577,5/2/2016 11:00:00 AM,871,43,0.716667
4319703577,4/28/2016 5:00:00 PM,877,37,0.616667
4319703577,5/7/2016 1:00:00 PM,1390,50,0.833333
4319703577,4/28/2016 6:00:00 PM,1143,44,0.733333
4319703577,5/3/2016 12:00:00 PM,1146,36,0.6
4319703577,5/3/2016 5:00:00 PM,637,37,0.616667
4319703577,4/30/2016 8:00:00 PM,1661,48,0.8
4319703577,5/6/2016 3:00:00 PM,639,37,0.616667
4319703577,4/25/2016 7:00:00 PM,900,35,0.583333
4319703577,5/10/2016 10:00:00 AM,1669,51,0.85
4319703577,4/27/2016 12:00:00 PM,2445,87,1.45
4319703577,5/4/2016 3:00:00 PM,913,39,0.65
4319703577,4/16/2016 3:00:00 PM,1170,40,0.666667
4319703577,5/3/2016 7:00:00 PM,1170,42,0.7
4319703577,5/5/2016 7:00:00 PM,1178,45,0.75
4319703577,4/19/2016 11:00:00 AM,923,35,0.583333
4319703577,5/5/2016 5:00:00 AM,1950,53,0.883333
4319703577,5/10/2016 12:00:00 PM,930,39,0.65
4319703577,4/15/2016 10:00:00 AM,1954,42,0.7
4319703577,4/25/2016 12:00:00 PM,676,36,0.6
4319703577,4/26/2016 8:00:00 AM,1197,37,0.616667
4319703577,5/5/2016 6:00:00 PM,686,37,0.616667
4319703577,4/25/2016 5:00:00 PM,946,47,0.783333
4319703577,4/27/2016 10:00:00 AM,1971,55,0.916667
4319703577,4/20/2016 12:00:00 PM,1717,55,0.916667
4319703577,4/25/2016 11:00:00 AM,696,41,0.683333
4319703577,5/9/2016 10:00:00 AM,1720,47,0.783333
4319703577,5/2/2016 10:00:00 AM,1722,55,0.916667
4319703577,5/10/2016 3:00:00 PM,958,39,0.65
4319703577,5/3/2016 10:00:00 AM,1984,60,1
4319703577,5/9/2016 5:00:00 PM,1218,38,0.633333
4319703577,4/22/2016 8:00:00 AM,1479,49,0.816667
4319703577,5/11/2016 10:00:00 AM,1735,51,0.85
4319703577,5/9/2016 7:00:00 PM,1993,59,0.983333
4319703577,4/28/2016 12:00:00 PM,976,37,0.616667
4319703577,4/30/2016 1:00:00 PM,1233,42,0.7
4319703577,5/5/2016 6:00:00 AM,3547,82,1.366667
4319703577,4/18/2016 10:00:00 AM,1756,55,0.916667
4319703577,4/26/2016 7:00:00 PM,2273,70,1.166667
4319703577,5/5/2016 10:00:00 AM,1517,36,0.6
4319703577,5/6/2016 7:00:00 PM,2033,58,0.966667
4319703577,5/4/2016 10:00:00 AM,1778,52,0.866667
4319703577,4/27/2016 2:00:00 PM,1267,46,0.766667
4319703577,4/25/2016 6:00:00 PM,1014,39,0.65
4319703577,5/6/2016 8:00:00 PM,1022,36,0.6
4319703577,5/7/2016 9:00:00 AM,1278,51,0.85
4319703577,5/6/2016 7:00:00 AM,1279,35,0.583333
2320127002,4/20/2016 3:00:00 PM,1813,52,0.866667
2320127002,5/3/2016 7:00:00 AM,1053,40,0.666667
2320127002,5/2/2016 9:00:00 PM,1054,41,0.683333
2320127002,5/3/2016 10:00:00 PM,1364,46,0.766667
2320127002,5/10/2016 11:00:00 AM,1122,38,0.633333
2320127002,4/22/2016 3:00:00 PM,1128,36,0.6
2320127002,4/19/2016 11:00:00 PM,1154,47,0.783333
2320127002,5/3/2016 8:00:00 PM,1940,61,1.016667
2320127002,4/12/2016 3:00:00 PM,2208,67,1.116667
2320127002,4/13/2016 7:00:00 AM,959,36,0.6
2320127002,4/21/2016 9:00:00 PM,974,36,0.6
2320127002,4/25/2016 5:00:00 PM,1013,40,0.666667
1503960366,4/24/2016 7:00:00 PM,4871,131,2.183333
1503960366,4/23/2016 6:00:00 PM,2569,66,1.1
1503960366,5/7/2016 10:00:00 AM,1291,46,0.766667
1503960366,5/10/2016 3:00:00 PM,1038,36,0.6
1503960366,4/12/2016 3:00:00 PM,2063,58,0.966667
1503960366,4/30/2016 6:00:00 PM,2319,71,1.183333
1503960366,5/1/2016 10:00:00 PM,1552,50,0.833333
1503960366,4/20/2016 7:00:00 PM,1558,36,0.6
1503960366,5/11/2016 2:00:00 PM,1560,52,0.866667
1503960366,5/7/2016 9:00:00 PM,2073,61,1.016667
1503960366,4/18/2016 12:00:00 PM,1306,40,0.666667
1503960366,4/25/2016 9:00:00 PM,4895,132,2.2
1503960366,4/16/2016 1:00:00 PM,3616,90,1.5
1503960366,4/26/2016 1:00:00 PM,1571,42,0.7
1503960366,4/28/2016 6:00:00 PM,1829,56,0.933333
1503960366,5/9/2016 7:00:00 PM,1062,39,0.65
1503960366,4/13/2016 2:00:00 PM,1577,46,0.766667
1503960366,5/8/2016 7:00:00 PM,1069,36,0.6
1503960366,5/9/2016 8:00:00 PM,1325,43,0.716667
1503960366,4/12/2016 7:00:00 PM,558,39,0.65
1503960366,4/22/2016 9:00:00 PM,5934,159,2.65
1503960366,5/3/2016 6:00:00 PM,3119,86,1.433333
1503960366,5/7/2016 11:00:00 AM,2352,59,0.983333
1503960366,5/3/2016 9:00:00 PM,1333,37,0.616667
1503960366,4/17/2016 5:00:00 PM,2613,71,1.183333
1503960366,5/5/2016 9:00:00 PM,3897,113,1.883333
1503960366,4/30/2016 4:00:00 PM,3388,99,1.65
1503960366,4/23/2016 12:00:00 PM,1597,49,0.816667
1503960366,5/2/2016 8:00:00 PM,3903,105,1.75
1503960366,5/2/2016 12:00:00 PM,2116,64,1.066667
1503960366,4/28/2016 8:00:00 PM,2122,50,0.833333
1503960366,5/6/2016 11:00:00 PM,1611,52,0.866667
1503960366,4/17/2016 6:00:00 PM,1616,39,0.65
1503960366,5/4/2016 9:00:00 PM,1106,39,0.65
1503960366,4/19/2016 11:00:00 PM,1369,48,0.8
1503960366,4/30/2016 10:00:00 PM,2139,47,0.783333
1503960366,4/19/2016 12:00:00 PM,1887,61,1.016667
1503960366,4/15/2016 10:00:00 PM,2145,66,1.1
1503960366,4/14/2016 9:00:00 PM,2670,57,0.95
1503960366,5/7/2016 10:00:00 PM,3696,108,1.8
1503960366,4/27/2016 8:00:00 PM,2420,70,1.166667
1503960366,4/19/2016 8:00:00 AM,1656,38,0.633333
1503960366,5/8/2016 6:00:00 PM,4472,115,1.916667
1503960366,5/11/2016 6:00:00 PM,3449,102,1.7
1503960366,5/9/2016 9:00:00 PM,2684,73,1.216667
1503960366,4/30/2016 5:00:00 PM,2176,55,0.916667
1503960366,4/23/2016 9:00:00 PM,2432,54,0.9
1503960366,5/9/2016 4:00:00 PM,2692,75,1.25
1503960366,4/22/2016 11:00:00 PM,1925,54,0.9
1503960366,4/19/2016 1:00:00 PM,2697,65,1.083333
1503960366,5/10/2016 7:00:00 PM,1418,51,0.85
1503960366,4/17/2016 8:00:00 PM,2955,87,1.45
1503960366,4/27/2016 2:00:00 PM,1932,35,0.583333
1503960366,4/12/2016 2:00:00 PM,1166,36,0.6
1503960366,4/24/2016 6:00:00 PM,911,40,0.666667
1503960366,4/18/2016 9:00:00 AM,1688,39,0.65
1503960366,4/27/2016 6:00:00 PM,2714,73,1.216667
1503960366,4/27/2016 7:00:00 PM,5786,150,2.5
1503960366,4/16/2016 9:00:00 AM,1181,38,0.633333
1503960366,4/28/2016 9:00:00 AM,1192,38,0.633333
1503960366,5/5/2016 5:00:00 PM,2217,70,1.166667
1503960366,4/23/2016 1:00:00 PM,1453,51,0.85
1503960366,4/29/2016 2:00:00 PM,1711,56,0.933333
1503960366,5/10/2016 8:00:00 PM,2480,73,1.216667
1503960366,5/3/2016 3:00:00 PM,1719,46,0.766667
1503960366,4/19/2016 8:00:00 PM,2487,69,1.15
1503960366,5/11/2016 8:00:00 PM,1209,42,0.7
1503960366,5/10/2016 6:00:00 PM,2494,69,1.15
1503960366,5/6/2016 7:00:00 PM,2500,55,0.916667
1503960366,4/12/2016 8:00:00 PM,1733,41,0.683333
1503960366,4/20/2016 9:00:00 AM,1993,50,0.833333
1503960366,4/26/2016 2:00:00 PM,1998,60,1
1503960366,4/15/2016 11:00:00 PM,2768,95,1.583333
1503960366,4/26/2016 6:00:00 PM,2513,72,1.2
1503960366,4/21/2016 8:00:00 PM,3541,92,1.533333
1503960366,5/1/2016 6:00:00 PM,2007,70,1.166667
1503960366,4/23/2016 4:00:00 PM,2008,52,0.866667
1503960366,5/10/2016 11:00:00 AM,988,35,0.583333
1503960366,4/29/2016 11:00:00 PM,1757,56,0.933333
1503960366,4/13/2016 11:00:00 PM,1766,56,0.933333
1503960366,4/28/2016 2:00:00 PM,1512,47,0.783333
1503960366,4/28/2016 11:00:00 PM,1512,48,0.8
1503960366,4/16/2016 12:00:00 PM,1513,42,0.7
1503960366,4/18/2016 6:00:00 PM,4074,114,1.9
1503960366,5/9/2016 5:00:00 PM,1260,37,0.616667
1503960366,5/4/2016 2:00:00 PM,2284,67,1.116667
1503960366,4/15/2016 5:00:00 PM,1774,47,0.783333
1503960366,4/14/2016 1:00:00 PM,1779,54,0.9
1503960366,5/3/2016 10:00:00 PM,2549,58,0.966667
1503960366,4/20/2016 2:00:00 PM,1270,39,0.65
1503960366,4/25/2016 9:00:00 AM,2041,46,0.766667
1503960366,5/4/2016 6:00:00 PM,2041,62,1.033333
1503960366,5/1/2016 11:00:00 PM,2557,76,1.266667
1503960366,4/25/2016 7:00:00 PM,2815,86,1.433333
8877689391,4/21/2016 3:00:00 PM,5123,97,1.616667
8877689391,5/6/2016 5:00:00 PM,774,35,0.583333
8877689391,4/26/2016 12:00:00 PM,2310,64,1.066667
8877689391,5/5/2016 10:00:00 AM,4870,132,2.2
8877689391,4/14/2016 3:00:00 PM,1303,39,0.65
8877689391,5/7/2016 10:00:00 AM,1311,46,0.766667
8877689391,5/1/2016 10:00:00 AM,2079,56,0.933333
8877689391,4/17/2016 6:00:00 PM,2851,161,2.683333
8877689391,4/16/2016 12:00:00 PM,7973,140,2.333333
8877689391,5/4/2016 5:00:00 PM,8741,168,2.8
8877689391,5/6/2016 2:00:00 PM,9769,176,2.933333
8877689391,5/3/2016 12:00:00 PM,1322,40,0.666667
8877689391,4/27/2016 12:00:00 PM,2859,75,1.25
8877689391,4/20/2016 5:00:00 PM,2098,46,0.766667
8877689391,5/11/2016 4:00:00 PM,2869,58,0.966667
8877689391,4/14/2016 8:00:00 PM,1079,39,0.65
